549,9
549,15
550,10
551,13
552,14
553,8
553,11
554,8
555,8
556,1
557,1
558,1
559,2
560,8
561,12
562,1
563,2
564,7
565,11
566,14
567,9
568,14
568,3
569,1
570,8
571,3
572,11
573,11
574,12
575,9
576,6
577,10
577,4
578,6
579,1
580,3
581,9
582,4
583,14
584,10
585,12
586,1
587,15
587,5
588,13
589,5
590,11
591,6
592,10
593,3
594,4
595,9
596,7
597,0
598,15
599,9
600,12
601,12
602,9
603,3
604,5
605,12
606,1
607,0
608,10
608,0
609,11
610,5
611,5
611,6
612,9
613,13
614,15
615,12
616,5
616,7
617,7
618,2
619,13
620,13
621,11
622,13
623,2
624,6
624,5
625,3
626,13
627,8
628,4
629,13
630,2
631,8
632,15
633,15
634,0
635,7
636,7
637,1
638,12
639,12
640,8
641,4
642,12
642,8
643,1
643,11
644,15
645,4
646,8
647,15
648,12
649,0
650,5
651,7
652,3
653,1
654,3
655,1
655,3
656,10
656,12
657,8
658,5
659,11
659,4
660,1
660,10
661,15
662,2
663,13
664,7
665,0
666,15
667,0
668,8
669,0
670,1
671,2
672,14
673,9
674,12
675,1
676,15
677,5
678,11
679,4
680,12
680,15
681,6
682,12
683,7
684,14
685,5
686,9
687,9
688,1
689,11
690,3
691,9
691,11
692,6
693,13
694,11
695,9
696,12
696,13
697,15
698,0
699,8
700,3
701,1
702,6
703,15
704,12
705,5
706,13
707,3
708,0
709,15
710,0
711,7
712,8
713,4
714,3
714,12
715,5
716,1
717,12
718,9
719,0
720,5
721,4
722,4
723,13
724,6
725,8
726,9
727,4
727,13
728,4
729,0
730,2
731,11
732,0
733,15
734,4
735,1
736,3
736,11
737,8
738,11
739,11
740,0
740,4
741,13
742,8
742,14
743,14
744,0
745,14
746,6
747,10
748,8
749,8
750,11
751,1
752,7
753,12
754,0
755,12
756,6
757,11
758,9
758,2
759,12
760,13
761,3
762,9
763,9
764,13
765,3
766,4
767,9
768,15
769,1
770,14
771,1
771,15
772,15
773,6
774,11
775,3
776,8
777,1
778,9
779,9
780,4
781,12
782,9
783,15
784,12
785,0
786,2
787,0
788,8
789,2
790,7
791,9
792,2
793,6
794,7
795,14
796,3
797,4
798,2
799,14
800,0
801,11
801,1
802,7
803,3
804,6
805,6
806,12
807,11
808,7
809,3
810,9
810,7
811,12
812,15
812,6
813,9
814,4
815,13
816,1
817,14
818,2
819,10
820,14
821,13
822,6
823,14
824,15
825,15
826,15
827,1
828,7
829,2
830,13
831,1
832,2
833,4
833,13
834,11
835,14
836,9
837,7
838,13
839,0
840,11
841,3
842,15
843,5
844,5
845,8
846,10
847,2
848,9
849,2
850,0
851,12
852,9
853,13
853,14
854,7
855,14
856,5
857,6
858,10
859,12
860,3
861,4
862,3
863,15
864,14
865,14
866,7
867,11
868,1
869,13
870,1
871,9
872,13
873,3
874,0
875,11
875,13
876,2
877,6
878,15
879,1
880,1
881,2
881,13
882,7
883,12
884,15
885,11
886,4
886,9
887,14
888,12
889,3
890,4
891,2
892,11
893,4
894,12
895,13
896,1
897,10
898,4
899,8
900,2
901,9
901,10
902,9
903,1
904,9
905,0
906,4
907,7
908,7
909,12
910,0
911,5
912,4
913,1
913,8
914,5
915,13
915,7
916,15
917,0
918,12
919,2
920,10
921,4
922,15
923,2
924,1
925,12
926,12
927,11
928,12
929,3
930,5
931,10
932,6
933,10
934,3
935,12
936,10
937,10
938,3
939,3
940,8
941,8
942,15
943,14
944,2
945,14
946,9
947,2
948,13
949,5
950,1
951,6
952,5
953,15
954,3
955,11
956,4
957,6
958,5
959,12
960,4
961,0
962,13
963,4
964,1
965,11
966,0
967,15
968,9
969,1
970,7
971,8
972,15
973,11
974,14
974,10
975,8
976,13
977,4
978,9
979,5
980,12
981,0
982,1
983,10
984,14
985,11
986,11
987,0
988,4
989,3
989,2
990,2
991,8
992,3
993,6
994,3
994,5
995,3
996,6
997,5
998,10
999,1
1000,1
1001,2
1002,9
1003,3
1004,8
1005,6
1005,5
1006,14
1007,13
1008,11
1009,9
1010,1
1011,4
1012,14
1013,12
1014,7
1015,10
1016,8
1017,2
1017,3
1018,1
1019,2
1020,5
1021,5
1022,9
1023,4
1024,3
1025,10
1026,14
1027,11
1028,12
1029,6
1030,14
1031,1
1032,8
1033,8
1033,15
1034,2
1035,3
1036,0
1037,0
1038,5
1039,9
1040,6
1041,3
1042,2
1042,5
1043,10
1044,6
1044,15
1045,4
1046,11
1047,13
1048,14
1049,14
1050,1
1051,12
1052,5
1053,3
1053,8
1054,14
1055,3
1055,13
1056,2
1057,11
1058,3
1059,11
1060,14
1061,6
1062,4
1063,9
1064,13
1065,7
1066,2
1067,9
1068,12
1069,7
1070,13
1071,4
1072,10
1072,3
1073,0
1074,11
1075,15
1076,6
1077,13
1078,2
1079,0
1080,9
1081,2
1082,12
1083,3
1084,8
1085,9
1086,14
1087,1
1088,3
1088,10
1089,6
1090,5
1091,8
1092,15
1093,1
1094,12
1095,14
1096,14
1097,6
1098,5
1099,6
1100,13
1101,6
1102,4
1103,12
1104,11
1105,1
1106,7
1107,11
1107,10
1108,9
1108,2
1109,5
1110,7
1111,4
1112,4
1113,7
1114,1
1115,8
1116,12
1117,14
1118,9
1118,0
1119,14
1120,0
1121,9
1122,10
1123,9
1124,10
1125,9
1126,6
1127,7
1128,3
1129,0
1130,12
1131,6
1132,6
1133,11
1134,9
1134,2
1135,9
1136,3
1136,2
1137,12
1138,6
1139,9
1140,2
1141,2
1142,0
1143,1
1144,1
1145,1
1146,4
1147,9
1148,0
1149,13
1150,7
1151,5
1152,8
1153,14
1154,4
1155,10
1156,11
1157,15
1158,8
1159,5
1160,8
1160,5
1161,3
1162,4
1163,12
1164,15
1165,5
1166,0
1167,9
1168,12
1169,9
1170,15
1171,1
1172,3
1173,5
1174,15
1175,12
1175,13
1176,2
1177,7
1178,4
1179,8
1180,15
1181,10
1182,9
1183,2
1184,6
1185,8
1186,3
1187,3
1188,2
1188,14
1189,0
1190,15
1191,7
1192,14
1193,1
1194,2
1195,5
1196,7
1197,15
1198,2
1199,2
1200,13
1201,5
1202,14
1203,0
1204,0
1205,15
1206,10
1207,4
1207,7
1208,8
1208,2
1209,2
1210,4
1211,0
1211,15
1212,13
1213,5
1214,12
1215,11
1216,10
1217,14
1218,5
1219,11
1220,12
1221,0
1222,5
1223,14
1224,13
1225,4
1226,10
1227,4
1228,12
1229,1
1230,7
1231,9
1231,14
1232,3
1233,3
1234,10
1235,15
1236,9
1237,10
1238,3
1239,7
1239,9
1240,7
1241,0
1241,6
1242,12
1243,15
1244,5
1244,10
1245,8
1246,10
1247,4
1248,1
1249,13
1250,7
1251,14
1252,10
1253,1
1254,10
1255,15
1256,3
1257,8
1258,9
1259,4
1260,0
1261,1
1262,13
1263,14
1264,8
1265,15
1266,10
1267,10
1268,0
1268,5
1269,3
1270,12
1271,10
1272,3
1273,5
1273,8
1274,12
1275,0
1276,9
1277,15
1278,5
1279,14
1280,11
1281,6
1282,8
1283,9
1284,12
1284,1
1285,10
1286,4
1287,3
1288,1
1289,9
1289,11
1290,6
1291,5
1292,12
1293,1
1294,12
1295,2
1296,7
1297,15
1298,2
1299,13
1300,6
1300,8
1301,3
1302,0
1303,2
1304,15
1305,12
1306,8
1307,11
1308,15
1309,9
1310,2
1311,1
1312,8
1313,12
1314,3
1315,15
1316,15
1317,10
1318,2
1319,11
1320,10
1321,12
1322,10
1323,11
1324,5
1325,5
1326,6
1327,3
1328,4
1329,0
1330,12
1331,11
1332,7
1333,3
1334,4
1335,15
1336,7
1336,8
1337,0
1338,0
1339,4
1340,0
1341,8
1342,6
1343,9
1344,4
1344,0
1345,11
1345,2
1346,11
1347,12
1347,4
1348,10
1349,11
1350,5
1351,11
1352,5
1353,8
1354,5
1355,3
1356,0
1356,15
1357,8
1358,2
1359,10
1360,14
1361,2
1362,3
1363,10
1364,14
1365,10
1366,14
1367,7
1368,15
1369,0
1370,12
1371,8
1371,1
1372,14
1373,8
1374,6
1375,14
1376,3
1377,7
1378,2
1379,11
1379,10
1380,6
1381,15
1382,14
1382,8
1383,6
1384,2
1385,0
1386,12
1387,5
1388,7
1388,14
1389,15
1390,14
1391,8
1392,7
1393,3
1394,15
1395,1
1396,5
1397,12
1398,8
1399,15
1400,2
1401,5
1402,9
1403,14
1403,0
1404,7
1405,12
1406,12
1407,6
1408,0
1409,7
1410,1
1411,0
1412,11
1413,10
1414,15
1415,8
1416,7
1417,10
1418,2
1419,5
1420,11
1421,10
1422,3
1423,15
1424,9
1425,12
1426,12
1427,15
1428,6
1429,6
1430,12
1431,7
1432,11
1433,15
1434,13
1435,12
1436,10
1437,14
1438,2
1439,14
1440,0
1441,9
1442,9
1443,11
1444,14
1445,6
1446,15
1447,3
1448,0
1449,11
1450,6
1451,10
1451,5
1452,12
1453,8
1454,5
1455,14
1456,6
1457,3
1458,1
1459,1
1460,7
1460,13
1461,7
1462,6
1463,2
1463,1
1464,15
1465,5
1466,6
1467,10
1468,2
1468,13
1469,1
1470,8
1470,1
1471,12
1471,7
1472,7
1473,9
1474,9
1475,7
1476,8
1477,11
1478,7
1478,15
1479,10
1480,3
1481,5
1482,2
1483,12
1484,7
1485,14
1486,14
1487,1
1488,1
1488,10
1489,7
1490,1
1491,7
1492,14
1493,8
1494,9
1495,2
1496,14
1497,8
1498,4
1498,14
1499,11
1500,8
1501,11
1502,12
1503,15
1504,12
1505,5
1506,13
1507,11
1508,12
1508,11
1509,3
1510,15
1511,9
1512,6
1513,8
1514,3
1515,13
1516,14
1517,13
1518,2
1519,0
1520,11
1521,4
1522,11
1523,8
1524,11
1525,13
1526,0
1526,1
1527,3
1528,1
1529,15
1530,11
1531,13
1531,15
1532,14
1533,3
1534,13
1535,1
1535,3
1536,12
1537,8
1538,8
1539,12
1540,14
1541,6
1542,0
1543,11
1543,15
1544,0
1545,9
1546,3
1546,5
1547,13
1548,14
1549,2
1550,13
1551,2
1552,0
1553,14
1554,3
1555,12
1556,14
1557,13
1558,12
1559,1
1560,11
1561,10
1562,11
1563,9
1564,1
1565,11
1566,15
1567,9
1568,15
1569,1
1570,6
1571,0
1572,3
1573,7
1574,4
1575,0
1576,5
1577,1
1578,1
1579,7
1580,7
1580,2
1581,2
1582,14
1583,13
1583,15
1584,13
1585,9
1586,7
1587,2
1588,10
1589,0
1590,3
1590,15
1591,13
1592,7
1593,6
1594,11
1594,1
1595,6
1596,14
1596,0
1597,8
1598,4
1599,1
1600,6
1601,4
1602,7
1603,7
1604,15
1605,4
1606,12
1607,10
1607,9
1608,5
1609,6
1610,13
1611,5
1612,1
1613,4
1614,11
1615,6
1616,15
1617,4
1618,7
1619,3
1620,1
1621,13
1622,3
1623,13
1624,7
1625,0
1626,13
1627,14
1628,13
1629,1
1630,8
1631,14
1632,13
1633,11
1634,9
1635,9
1636,6
1637,14
1638,13
1639,10
1640,4
1641,12
1642,9
1643,5
1644,12
1644,15
1645,6
1646,12
1647,5
1648,10
1649,10
1650,14
1651,1
1651,6
1652,5
1653,3
1654,13
1655,10
1656,2
1657,15
1658,10
1659,1
1660,10
1661,5
1662,8
1663,5
1664,2
1665,11
1666,15
1667,2
1668,3
1669,4
1670,6
1671,4
1672,0
1673,10
1674,12
1675,4
1676,5
1677,4
1678,0
1679,13
1679,3
1680,5
1681,14
1682,2
1683,3
1683,8
1684,5
1685,0
1686,10
1686,5
1687,6
1688,6
1689,10
1690,13
1691,4
1692,5
1692,10
1693,0
1694,3
1694,11
1695,2
1696,6
1697,2
1698,4
1699,6
1700,7
1701,13
1702,0
1703,10
1704,5
1705,9
1705,6
1706,8
1707,0
1708,6
1709,9
1710,11
1711,9
1712,5
1713,6
1714,1
1715,14
1716,11
1717,3
1718,4
1719,11
1720,5
1721,2
1722,4
1723,14
1724,8
1725,4
1726,3
1727,3
1728,15
1729,11
1730,9
1731,13
1732,2
1733,14
1734,7
1735,9
1736,0
1737,0
1738,15
1739,6
1740,10
1741,0
1742,9
1743,5
1744,7
1745,13
1746,9
1747,1
1748,7
1749,2
1749,3
1750,14
1751,7
1752,11
1753,6
1754,12
1755,10
1755,5
1756,5
1757,6
1758,0
1759,9
1760,13
1761,10
1762,1
1763,15
1764,0
1765,11
1766,14
1767,6
1768,14
1769,9
1770,15
1771,5
1772,6
1773,4
1774,14
1775,14
1776,12
1777,15
1778,9
1779,12
1780,8
1780,10
1781,13
1782,10
1783,11
1783,15
1784,10
1785,15
1786,9
1786,12
1787,11
1788,8
1789,9
1790,13
1791,10
1792,15
1793,10
1794,6
1795,14
1796,8
1797,12
1798,10
1799,15
1800,4
1801,11
1802,2
1803,4
1804,4
1805,15
1806,11
1807,8
1808,8
1808,11
1809,9
1810,10
1811,8
1812,11
1813,11
1813,15
1814,15
1815,13
1816,5
1817,1
1818,14
1819,5
1820,12
1821,9
1822,7
1823,11
1824,10
1825,11
1826,1
1827,12
1828,14
1829,1
1830,2
1831,0
1831,10
1832,9
1833,8
1834,15
1834,11
1835,5
1836,10
1837,8
1837,2
1838,11
1839,10
1840,11
1841,6
1842,3
1843,4
1844,6
1844,5
1845,6
1846,9
1847,8
1848,0
1848,5
1849,6
1850,12
1851,15
1852,10
1852,0
1853,6
1854,4
1855,1
1856,11
1857,10
1858,4
1859,15
1860,4
1861,2
1862,2
1863,0
1864,15
1865,14
1866,14
1867,0
1868,4
1869,8
1870,13
1871,10
1872,2
1873,1
1874,12
1875,6
1876,10
1877,14
1878,15
1879,1
1879,5
1880,7
1881,14
1882,4
1883,9
1884,2
1885,15
1886,10
1887,7
1887,9
1888,5
1889,5
1890,14
1891,15
1892,13
1893,7
1894,15
1895,15
1896,12
1897,13
1898,12
1899,13
1900,2
1901,12
1902,13
1903,0
1904,15
1905,12
1906,7
1907,4
1907,15
1908,7
1909,13
1910,13
1911,14
1912,14
1913,1
1914,9
1915,10
1916,1
1917,0
1918,2
1919,10
1920,12
1921,0
1922,7
1923,13
1924,8
1925,12
1925,8
1926,14
1927,9
1928,3
1929,2
1930,12
1931,11
1932,8
1933,13
1934,14
1935,13
1935,9
1936,10
1937,8
1938,13
1939,10
1940,14
1941,1
1942,6
1943,5
1944,6
1945,11
1946,11
1947,6
1947,14
1948,7
1949,6
1950,12
1951,5
1951,3
1952,4
1953,15
1954,0
1955,9
1956,9
1957,3
1958,0
1958,8
1959,7
1960,5
1961,15
1962,7
1963,9
1964,15
1965,14
1966,9
1967,5
1968,15
1969,10
1970,12
1971,10
1972,12
1973,15
1974,15
1975,4
1976,3
1977,4
1978,6
1978,1
1979,6
1980,6
1981,10
1982,2
1983,10
1984,5
1985,12
1986,2
1986,0
1987,0
1988,4
1989,0
1989,12
1990,3
1991,6
1992,6
1993,7
1994,7
1995,7
1996,0
1997,13
1998,3
1999,8
2000,12
2001,12
2002,10
2002,4
2003,15
2004,1
2005,14
2006,8
2007,7
2008,4
2009,10
2010,5
2011,2
2012,9
2013,0
2014,11
2015,12
2016,0
2017,8
2018,11
2019,8
2020,15
2021,9
2022,11
2023,1
2023,10
2024,12
2025,1
2026,5
2027,3
2028,9
2029,11
2030,3
2031,1
2032,9
2033,5
2034,5
2035,3
2036,0
2037,10
2038,4
2039,14
2040,0
2040,13
2041,9
2042,10
2042,9
2043,12
2044,3
2045,12
2046,2
2047,5
2048,11
2049,5
2050,4
2051,9
2052,10
2053,6
2054,7
2055,1
2056,15
2057,14
2058,15
2058,10
2059,2
2060,15
2061,1
2062,14
2062,13
2063,11
2064,10
2065,4
2065,8
2066,10
2067,12
2068,0
2069,0
2069,11
2070,3
2071,7
2071,4
2072,12
2073,13
2074,3
2075,4
2076,15
2077,12
2078,11
2079,3
2080,2
2081,15
2082,14
2083,10
2084,4
2085,12
2086,10
2087,12
2088,6
2089,12
2090,9
2091,7
2092,1
2093,7
2094,4
2095,6
2095,8
2096,14
2097,13
2098,2
2099,0
2100,14
2101,15
2102,11
2103,11
2104,12
2105,4
2106,10
2107,13
2108,11
2109,10
2109,13
2110,11
2111,1
2112,12
2113,6
2114,8
2115,6
2115,8
2116,11
2117,9
2118,7
2119,2
2120,5
2121,8
2122,11
2123,4
2124,13
2125,14
2126,8
2127,9
2128,10
2129,13
2130,7
2131,5
2132,12
2133,6
2134,10
2135,3
2136,12
2136,15
2137,9
2138,5
2139,9
2140,3
2141,11
2142,12
2143,12
2144,13
2144,11
2145,8
2146,10
2147,14
2148,3
2149,11
2150,15
2151,8
2152,0
2153,4
2153,0
2154,14
2155,14
2156,13
2157,10
2158,5
2159,5
2160,2
2161,4
2162,13
2163,14
2164,13
2165,12
2166,7
2167,15
2168,6
2169,3
2170,11
2171,13
2172,1
2173,12
2174,3
2175,7
2176,4
2177,8
2178,3
2179,4
2180,14
2181,4
2182,12
2183,15
2184,13
2185,2
2186,15
2187,15
2188,9
2189,2
2190,15
2191,4
2192,0
2193,6
2194,12
2195,3
2196,10
2197,14
2198,3
2199,1
2200,15
2201,5
2202,3
2203,5
2204,11
2205,15
2206,7
2207,7
2208,8
2209,8
2210,0
2211,2
2212,6
2213,9
2213,8
2214,13
2214,3
2215,11
2215,5
2216,9
2216,15
2217,5
2217,15
2218,7
2219,9
2220,11
2221,9
2222,5
2222,12
2223,0
2224,4
